source_url,subject,subject_type,relation,object,object_type,context
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",the Prince Alfred Hotel,ORG,build in,1802,DATE,"In Simon's Town, the Prince Alfred Hotel was built in 1802 and renamed after the prince visited Cape Province in 1868."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Prince Alfred Street,FAC,find in,Pietermaritzburg,GPE,"A Prince Alfred Street can be found in Pietermaritzburg, Queenstown, Grahamstown and Caledon."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Prince Alfred Hamlet,PERSON,name after,Alfred,PERSON,"The Port Elizabeth Chapter of the Memorable Order of Tin Hats, a veterans association, is known as the Prince Alfred Shellhole.[51] Prince Alfred Hamlet, a small town in the Western Cape province, is named after Alfred."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Prince Alfred,PERSON,win election as honorary president of in,1890,DATE,"[edit]One of the stamp collectors in the British royal family, Prince Alfred won election as honorary president of The Philatelic Society, London in 1890."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Manta alfredi,ORG,know as manta ray53 honours arm edithonours editnational honour,Saxe-Coburg,WORK_OF_ART,"Manta alfredi is commonly known as Prince Alfred's manta ray.[53] Honours and arms [edit]Honours [edit]National honours [edit]- Saxe-Coburg and Gotha: Co-Sovereign Knight Grand Cross of the Order of the Saxe-Ernstine, June 1863;[56] Joint Grand Master, 22 August 1893 - KG: Royal Knight Companion of the Garter, 10 June 1863[57] - KT: Extra Knight of the Thistle, 15 October 1864[58] - KP: Knight of St. Patrick, 14 May 1880[59] - GCB: Knight Grand Cross of the Bath (military), 25 May 1889[60] - GCSI:"
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Queen,PERSON,come to,Queen's Road,WORK_OF_ART,"""The day the Queen came to Queen's Road""."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Duke,ORG,visit in as post captain in twice in,1870,DATE,"The Duke visited New Zealand in 1869 as a post captain in HMS Galatea, and twice in 1870."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Staatshandbücher,PERSON,für,das Herzogtums Sachsen-Altenburg,PERSON,"Staatshandbücher für das Herzogtums Sachsen-Altenburg (1869), ""Herzogliche Sachsen-Ernestinischer Hausorden"" p. 18 - ^ Shaw, Wm. A. (1906) The Knights of England, I, London, p. 62 - ^ Shaw, p. 85 - ^ Shaw, p. 104 - ^ Shaw, p. 199 - ^ Shaw, p. 309 - ^ Shaw, p. 336 - ^ Shaw, p. 401 - ^ Shaw, p. 418 - ^ ""No. 26725""."
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",Almanach Royal Officiel,ORG,retrieve in p via,Archives de Bruxelles - ^,ORG,"Retrieved 28 November 2019. - ^ ""Liste des Membres de l'Ordre de Léopold"", Almanach Royal Officiel (in French), 1864, p. 51 – via Archives de Bruxelles - ^"
"https://en.wikipedia.org/wiki/Alfred,_Duke_of_Saxe-Coburg_and_Gotha",orden de Carlos III,PERSON,retrieve,Caballeros de la insigne orden del toisón de oro,WORK_OF_ART,"""Real y distinguida orden de Carlos III"", Guóa Oficial de España (in Spanish), 1900, p. 174, retrieved 4 March 2019 - ^ ""Caballeros de la insigne orden del toisón de oro"", Guóa Oficial de España (in Spanish), 1900, p. 167, retrieved 4 March 2019 - ^ ""Briefe an Alexandra und ihre Geschwister von ihren Eltern Herzog Alfred (1844-1900) und Herzogin Marie (1853-1920) von Sachsen-Coburg-Gotha, 1886-1893""."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,ORG,outlive he by,six years,DATE,"Helena outlived him by six years, dying aged 77 in 1923."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,GPE,become middle daughter follow birth of princess louise in,1848,DATE,"However, Helena became a middle daughter following the birth of Princess Louise in 1848, and her abilities were overshadowed by her more artistic sisters.[12] Death of Prince Albert"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Alice,PERSON,be married to of hesse in,1862,DATE,"Alice was married to Prince Louis of Hesse in 1862, after which Helena assumed the role—described as the ""crutch"" of her mother's old age by one biographer—at her mother's side.[16]"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Prussia,GPE,defeat,Denmark,GPE,"In the latter, Prussia and Austria defeated Denmark, but the duchies were claimed by Austria for Prince Christian's family."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,ORG,be happy with,Christian,NORP,Despite the political controversies and their age difference—he was fifteen years her senior—Helena was happy with Christian and was determined to marry him.[27]
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Queen,PERSON,give couple 100000 which yield income of year40 as well as that of,Ranger of Windsor Park,ORG,"In addition, a dowry of £30,000 was settled upon, and the Queen gave the couple £100,000, which yielded an income of about £4,000 a year.[40] As well as that of Ranger of Windsor Park, Christian was given the honorary position of High Steward of Windsor, and was made a member of the Royal Commission for the Exhibition of 1851."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Christian,NORP,give honorary position of,High Steward,FAC,"In addition, a dowry of £30,000 was settled upon, and the Queen gave the couple £100,000, which yielded an income of about £4,000 a year.[40] As well as that of Ranger of Windsor Park, Christian was given the honorary position of High Steward of Windsor, and was made a member of the Royal Commission for the Exhibition of 1851."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,GPE,assist,later years,DATE,"In later years, Helena was assisted by her unmarried daughter, Helena Victoria, to whom the Queen dictated her journal in the last months of her life.[43][incomplete short citation]"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Queen,PERSON,dictate her journal in,the last months,DATE,"In later years, Helena was assisted by her unmarried daughter, Helena Victoria, to whom the Queen dictated her journal in the last months of her life.[43][incomplete short citation]"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,ORG,make in,1893,DATE,"In 1891, it received the prefix ""Royal"", and received a royal charter the following year.[49] She was a strong supporter of nurse registration, an issue that was opposed by both Florence Nightingale and leading public figures.[49] In a speech Helena made in 1893, she made clear that the RBNA was working towards ""improving the education and status of those devoted and self-sacrificing women whose whole lives have been devoted to tending the sick, the suffering, and the dying"".[50]"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,ORG,support propose amalgamation of rbna with new,RCN,ORG,"Helena supported the proposed amalgamation of the RBNA with the new RCN, but that proved unsuccessful when the RBNA pulled out of the negotiations.[53] However, she remained active in other nursing organisations, and was president of the Isle of Wight, Windsor and Great Western Railway branches of the Order of St. John."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,GPE,write to sir,Theodore Martin,PERSON,"In December 1883 Helena wrote to Sir Theodore Martin, a favoured royal biographer, informing him that Bergsträsser was claiming copyright of Alice's letters, and on that basis was demanding a delay in the publication of the English edition."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Bergsträsser,PERSON,come to in,January 1884,DATE,"Eventually, Bergsträsser came to Britain in January 1884, willing to accept £100 for the first 3,000 copies and a further £40 for each subsequent thousand copies sold.[64] Martin chose the publisher John Murray, who after further negotiations with Bergsträsser, printed the first copies in mid-1884."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Princess Helena,LOC,occupy house as her,London,GPE,"In 1902, Prince and Princess Christian moved to De Vesci House (No. 77–78) Pall Mall, London,[1] which was known as Schomberg House during the time when Princess Helena occupied the house as her London residence.[1] Before the First World War, she was one of the few maternal relatives that her nephew Kaiser Wilhelm II was close to."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Edward,PERSON,die in,1910,DATE,"Later years [edit]King Edward died in 1910, and the First World War began four years after his death."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Helena,GPE,celebrate their golden wedding anniversary in,1916,DATE,"It was during the war that Helena and Christian celebrated their golden wedding anniversary in 1916, and despite the fact that Britain and Germany were at war, the Kaiser sent a congratulatory telegram to his aunt and uncle through the Crown Princess of Sweden.[71]"
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,George V,PERSON,change family name from to,Windsor,GPE,"When Marie Louise said she would have run away to Britain if she was still married, the King said, ""with a twinkle in his eye"", that he would have had to intern her.[72] In 1917, in response to the wave of anti-German feeling that surrounded the war, George V changed the family name from Saxe-Coburg and Gotha to Windsor."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Prince Christian,NORP,die at,Schomberg House,FAC,"In the same year, on 28 October, Prince Christian died at Schomberg House."
https://en.wikipedia.org/wiki/Princess_Helena_of_the_United_Kingdom,Emily Williamson,PERSON,found in,Manchester,GPE,"The RBNA still survives today with Aubrey Rose as president.[79] Emily Williamson founded the Gentlewomen's Employment Association in Manchester; one of the projects which came out of this group was the Princess Christian Training College for Nurses, in Fallowfield, Manchester."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,serve as unofficial secretary to queen from,1866 to 1871,DATE,"Before her marriage, Louise served as an unofficial secretary to the Queen from 1866 to 1871."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,appoint,1878,DATE,"After a happy beginning, the couple drifted apart, possibly because of their childlessness and the Queen's constraints on their activities.[1] In 1878, Lorne was appointed Governor General of Canada, a post he held from 1878–1884."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,devastate by s death in,1914,DATE,"Louise's marriage with Lorne survived thanks to long periods of separation; they reconciled in 1911, and Louise was devastated by Lorne's death in 1914."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Alice,PERSON,be married to future grand duke of at on,1 July 1862,DATE,"Princess Alice was married to Prince Louis, the future Grand Duke of Hesse, at Osborne House on 1 July 1862."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Edward,PERSON,marry of,Denmark,GPE,"In 1863, Edward, the Prince of Wales, married Princess Alexandra of Denmark."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,fall in love with her brother s tutor reverend her senior,between 1866 and 1870,DATE,"However, when Louise fell in love with her brother Leopold's tutor, the Reverend Robinson Duckworth (14 years her senior), between 1866 and 1870, the queen reacted by dismissing Duckworth in 1870."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Victoria,GPE,propose tall rich of,Prussia,GPE,"Victoria, Louise's eldest sister, proposed the tall and rich Prince Albert of Prussia, but Queen Victoria disapproved of another Prussian marriage that would have been unpopular in England.[17]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,invite to,Balmoral Castle,ORG,"Lorne was invited to Balmoral Castle in Scotland, and accompanied Louise, the Lord Chancellor, Lord Hatherley and Queen Victoria's lady-in-waiting Lady Ely on a drive."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,speak of his devotion to,Louise,PERSON,"Later that day, Louise returned and announced to the queen that Lorne had ""spoken of his devotion"" to Louise, and she accepted his proposal in the knowledge of the queen's approval.[23] The Queen later gave Lady Ely a bracelet to mark the occasion.[24]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Queen Victoria,PERSON,write to,the Queen of Prussia,ORG,"The new breach in royal tradition caused surprise, especially in Germany, and Queen Victoria wrote to the Queen of Prussia that princes of small impoverished German houses were ""very unpopular"" in Britain and that Lord Lorne, a ""person of distinction at home"" with ""an independent fortune"" was ""really no lower in rank than minor German Royalty"".[25] Victoria settled an annuity on Louise shortly before her marriage.[26] The ceremony was conducted at St George's Chapel at Windsor Castle on 21 March 1871,[27][28] and the crowd outside was so large that, for the first time, policemen had to form chain barriers to keep control.[29]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",the Ladies Work Society,ORG,found in,South Audley Street,LOC,"In 1871, the Ladies Work Society was founded in South Audley Street, promoting the making and sale of needlework and embroidery for poverty relief: Louise became its president, and designed some of their products.[32] The couple's official place of residence was Rosneath House in Dumbartonshire.[33] Viceregal consort of Canada"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Benjamin Disraeli,PERSON,nominate,Lorne,PERSON,"[edit]In 1878, British Prime Minister Benjamin Disraeli nominated Lorne to be Canada's Governor General, and he was duly appointed by Queen Victoria.[34] Louise thus became his viceregal consort."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,meet every member of,Parliament,ORG,"In order for Lorne to meet every Canadian member of Parliament, he held bi-weekly dinners for 50 people."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,hurt in sleigh accident on,14 February,DATE,"The women's success at fishing prompted the Duke to remark that fishing in Canada required no skill.[45] Sleigh accident and Bermuda visit [edit]Louise, Lorne, and two attendants, were hurt in a sleigh accident on 14 February 1880.[46]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,leave for in,1881,DATE,Princess Louise left Canada for England in 1881 while her husband remained in Canada until 1883.
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,visit,Santa Barbara,GPE,"In 1882, Princess Louise visited Santa Barbara, California where she was the first woman to enter the cloistered garden at the Old Mission Santa Barbara, as she met the ""one category of women only, the wives of actual rulers of countries.."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",North Americans,NORP,escape to s relatively mild climate during,the winter months,DATE,"In 1883, because of her fragile health, she spent the winter in Bermuda (arriving on 29 January 1883 from Charleston, South Carolina, aboard HMS Dido), popularising a trend for wealthy North Americans to escape to Bermuda's relatively mild climate during the winter months."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lake Louise,GPE,name in she honour5859 queen s,last years,DATE,"Within the province, Lake Louise and Mount Alberta were also named in her honour.[58][59] Queen Victoria's last years [edit]Family conflict [edit]Louise returned to Britain with her husband on 27 October 1883.[60] Queen Victoria had allocated them apartments at Kensington Palace, and the couple took up official residence in the suite that was to remain Louise's home for the rest of her life."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,campaign unsuccessfully for seat in,1885,DATE,"Louise resumed public duties in Britain, for example, opening St George's Gardens, Bloomsbury on 1 July 1884,[61] and Lorne his political career, campaigning unsuccessfully for the Hampstead seat in 1885."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Beatrice,ORG,marry tall handsome of in love match in,1885,DATE,"Beatrice had married the tall and handsome Prince Henry of Battenberg in a love match in 1885, and they had four children."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,consider,Prince Henry,PERSON,Louise may have considered Prince Henry a more appropriate husband for herself.[65]
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lucinda Hawksley,PERSON,bear in,1866,DATE,"According to Louise's biographer, Lucinda Hawksley, her son Henry was born in 1866 and shortly after the Queen's lawyers were summoned to her residence."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,have affair with,Arthur Bigge,PERSON,"DNA testing has been sanctioned by Henry's descendants, but courts ruled the claims unfounded.[72] Further rumours spread that Louise was having an affair with Arthur Bigge, later Lord Stamfordham, the queen's assistant private secretary."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,visit,Elizabeth Garrett,PERSON,"Louise privately visited Elizabeth Garrett, the first British woman openly to qualify as a physician.[79] Queen Victoria deplored the idea of women joining professions, especially medicine, and described the training of female physicians as a ""repulsive subject"".[80] Louise as unconventional royal"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,voice sharp criticism of,Helena,GPE,"When this was not done, Louise voiced sharp criticism of Helena and Beatrice.[83]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Queen Victoria,PERSON,die at on,the Isle of Wight.[84,LOC,"One month later, on 22 January 1901, Queen Victoria died at Osborne House on the Isle of Wight.[84]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,be now neighbour both at,Kensington Palace,FAC,Louise and Beatrice were now neighbours both at Kensington Palace and Osborne.[86]
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,continue her sculpture in,1902,DATE,"Louise continued her sculpture, and in 1902, designed a memorial to the colonial soldiers who died in the Boer War.[89]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,spend much of her time at,Kent House,FAC,"Louise spent much of her time at Kent House, and she frequently visited Scotland with her husband."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Lorne,PERSON,become,Duke of Argyll,ORG,"When Queen Victoria had visited the house before Lorne became Duke of Argyll, there were seventy servants and seventy-four dogs.[87]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,nurse he devotedly from,1911,DATE,"He became increasingly senile, and Louise nursed him devotedly from 1911."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,stay at,Kensington Palace,FAC,In spring 1914 Louise stayed at Kensington Palace while her husband remained on the Isle of Wight.
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",Louise,PERSON,summon on,28 April 1914,DATE,"Louise was summoned on 28 April 1914, and he died on 2 May.[90]"
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",National Portrait Gallery,ORG,list monument113 in,Kensal Green Cemetery,PERSON,"National Portrait Gallery, London.[112] - Memorial to Mary Ann Thurston Grade II listed monument[113] in Kensal Green Cemetery."
"https://en.wikipedia.org/wiki/Princess_Louise,_Duchess_of_Argyll",5 February 1883,DATE,open with,Great Pomp,ORG,"5 February 1883. - ^ ""The Bermuda Parliament; is Opened with Great Pomp and Ceremony"" (PDF)."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,return to,Britain,GPE,"After the end of his viceregal tenure, Arthur returned to Britain and performed various royal duties there and in Ireland, while also again taking up military duties."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,tour country for,eight weeks,DATE,"Following his arrival at Halifax, Arthur toured the country for eight weeks and made a visit in January 1870 to Washington, D.C., where he met with President Ulysses S. Grant.[4][9]"
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,promote to honorary rank of colonel on substantive lieutenant colonel in colonel on and14 on,1 April 1893,DATE,"Of the Prince, Lady Lisgar, wife of then Governor General of Canada Lord Lisgar, noted in a letter to Victoria that Canadians seemed hopeful Arthur would one day return as governor general.[12] Arthur was promoted to the honorary rank of colonel on 14 June 1871,[13] substantive lieutenant-colonel in 1876,[4] colonel on 29 May 1880 and,[14] on 1 April 1893, was made a general.[4] He gained military experience as Commander-in-Chief of the Bombay Army from December 1886 to March 1890.[15]"
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,marry of,Prussia,GPE,"At St. George's Chapel, Windsor Castle, on 13 March 1879, Arthur married Princess Louise Margaret of Prussia, the daughter of Prince Frederick Charles and a great-niece of the German Emperor, Arthur's godfather, Wilhelm I."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,become father in law of,Crown Prince Gustaf Adolf,PERSON,"Through his children's marriages, Arthur became the father-in-law of Crown Prince Gustaf Adolf of Sweden; Princess Alexandra, Duchess of Fife; and Sir Alexander Ramsay."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,travel aboard union castle line ship,Balmoral Castle to South Africa,FAC,"In 1910, Arthur travelled aboard the Union-Castle Line ship Balmoral Castle to South Africa, to open the first parliament of the newly formed Union of South Africa,[29] and in Johannesburg on 30 November he laid a commemorative stone at the Rand Regiments Memorial, dedicated to the British soldiers that died during the Second Boer War.[30] Arthur was a Freemason and was elected as Grand Master of the United Grand Lodge of England when his elder brother was obliged to resign the office upon his accession in 1901 as King Edward VII."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",Arthur,PERSON,be,Freemason,PERSON,"In 1910, Arthur travelled aboard the Union-Castle Line ship Balmoral Castle to South Africa, to open the first parliament of the newly formed Union of South Africa,[29] and in Johannesburg on 30 November he laid a commemorative stone at the Rand Regiments Memorial, dedicated to the British soldiers that died during the Second Boer War.[30] Arthur was a Freemason and was elected as Grand Master of the United Grand Lodge of England when his elder brother was obliged to resign the office upon his accession in 1901 as King Edward VII."
"https://en.wikipedia.org/wiki/Prince_Arthur,_Duke_of_Connaught_and_Strathearn",the First World War,EVENT,break,1914,DATE,"In 1914, the First World War broke out, with Canadians called to arms against Germany and Austria-Hungary."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PERSON,create,Duke of Albany,ORG,"Leopold was later created Duke of Albany, Earl of Clarence, and Baron Arklow."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PERSON,have mild epilepsy3 like his great nephew,Prince John,PERSON,"There was speculation during his life that Leopold also had mild epilepsy,[3] like his great-nephew Prince John."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany","Archie"" Brown",WORK_OF_ART,become personal valet to,Leopold.[4] Education,ORG,"Archibald Anderson ""Archie"" Brown, John Brown's younger brother, became personal valet to Leopold.[4] Education and career"
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PERSON,enter,Christ Church,ORG,"He was also tutored by Canon Duckworth[7] and for two years before that, by a young Eton master called Mr. Shuldam.[8] Oxford University [edit]In 1872, Leopold entered Christ Church, Oxford, where he studied a variety of subjects and became president of the Oxford University Chess Club."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PRODUCT,serve as from,1876 to 1877,DATE,"He was proposed for membership by his brother, Albert Edward, Prince of Wales,[15] who was at the time the Worshipful Master of the Lodge,[16] and was initiated in a joint ceremony with Robert Hawthorne Collins, his friend and tutor, who later became Comptroller of his Household.[17] Leopold served as Master of the Lodge from 1876 to 1877, and was later the Provincial Grand Master for Oxfordshire, still holding that office at the time of his death.[18]"
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Lewis Carroll,PERSON,write s adventures in,Wonderland,GPE,"He was acquainted with Alice Liddell, the daughter of Henry Liddell, the Vice-Chancellor of Oxford for whom Lewis Carroll wrote Alice's Adventures in Wonderland."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PERSON,be very fond of,Mary Baring,PERSON,"Other royal and aristocratic women he pursued included heiress Daisy Maynard, Princess Elisabeth of Hesse-Kassel, Princess Karoline Mathilde of Schleswig-Holstein-Sonderburg-Augustenburg, Princess Stéphanie of Belgium and Princess Victoria of Baden.[8] Leopold was very fond of Mary Baring, daughter of Lord Ashburton, but though she was equally fond of him, at 19, she felt she was too young to marry.[8] After rejection from these women, Victoria stepped in to bar what she saw as unsuitable possibilities."
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Leopold,PERSON,be,27 April 1882,DATE,"On 27 April 1882, Leopold and Helen were married at St George's Chapel at Windsor Castle, and his income was raised by parliament to £25,000.[9]"
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",Charles Edward,PERSON,succeed his uncle as duke of saxe coburg in,1900,DATE,Charles Edward succeeded his uncle Alfred as Duke of Saxe-Coburg and Gotha in 1900.
"https://en.wikipedia.org/wiki/Prince_Leopold,_Duke_of_Albany",the University of Durham,ORG,confer honorary degree of doctor of civil law dcl upon,Prince Leopold,PERSON,"- Prince Leopold's coat of arms Honorary degrees [edit]On 30 January 1884, the University of Durham conferred the honorary degree of Doctor of Civil Law (DCL) upon Prince Leopold."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,PERSON,draw to,the Prince Imperial,ORG,"Beatrice was particularly drawn to the Prince Imperial, and a possible engagement was widely discussed, but his death during the Anglo-Zulu War in 1879 brought an end to those plans."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,PERSON,die in at,the age of 87,DATE,Beatrice died in 1944 at the age of 87.
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Albert,PERSON,write to,Augusta,GPE,"Albert wrote to Augusta, Frederick's mother, that ""Baby practises her scales like a good prima donna before a performance and has a good voice!""[7]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,The Prince Consort,PERSON,write to baron,Stockmar,PERSON,"The Prince Consort wrote to Baron Stockmar that Beatrice was ""the most amusing baby we have had."""
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,The Queen,WORK_OF_ART,suffer another bereavement in,1883,DATE,"The Queen suffered another bereavement in 1883, when her highland servant, John Brown, died at Balmoral.[22]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,ORG,show dislike for,Brown,PERSON,"Unlike her siblings, Beatrice had not shown dislike for Brown, and the two had often been seen in each other's company; indeed, they had worked together to carry out the Queen's wishes.[23] Marriage [edit]Possible suitors"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Queen,PERSON,set against,Beatrice,ORG,"[edit]Although the Queen was set against Beatrice marrying anyone in the expectation that she would always stay at home with her, a number of possible suitors were put forward."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Prussia,GPE,defeat in,the Franco-Prussian War,GPE,"After Prussia defeated France in the Franco-Prussian War, Napoleon was deposed and moved his family to England in 1870.[24]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Alice,PERSON,die in,1878,DATE,"Alice had died in 1878, and the Prince argued that Beatrice could act as replacement mother for Louis's young children and spend most of her time in England looking after her mother.[27] He further suggested the Queen could oversee the upbringing of her Hessian grandchildren with greater ease.[27]"
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Alexander,PERSON,pursue,Beatrice,ORG,"Although Alexander never formally pursued Beatrice, merely claiming that he ""might even at one time have become engaged to the friend of my childhood, Beatrice of England"",[30] Louis was more interested."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Queen,PERSON,talk to she for,seven months,DATE,"Although they remained side by side, the Queen did not talk to her for seven months, instead communicating by note.[33] Queen Victoria's behaviour, unexpected even by her family, seemed prompted by the threatened loss of her daughter."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Beatrice,ORG,bring,the Prince Consort,FAC,"The Queen regarded Beatrice as her ""Baby"" – her innocent child – and viewed the physical sex that would come with marriage as an end to innocence.[34] Subtle persuasions by the Princess of Wales and the Crown Princess of Prussia, who reminded her mother of the happiness that Beatrice had brought the Prince Consort, induced the Queen to resume talking to Beatrice."
https://en.wikipedia.org/wiki/Princess_Beatrice_of_the_United_Kingdom,Henry,PERSON,travel without,Beatrice,PERSON,"When Henry travelled without Beatrice, she appeared happier when he returned.[41]"
